0	0
1	1
1	2
2	3
2	4
2	5
3	6
3	7
4	8
5	9
6	10
7	11
7	12
9	13
11	14
11	15
11	35422
12	17
12	18
13	19
14	20
14	21
15	22
16	23
16	41591
17	25
17	26
17	27
18	28
19	29
19	30
19	31
20	32
21	33
23	37423
24	35
25	36
25	37
26	38
27	39
28	40
29	41
29	42
29	43
30	44
30	45
31	46
31	47
31	48
32	49
32	50
33	51
34	52
35	53
36	54
36	55
37	56
37	57
38	58
38	59
39	60
39	61
39	62
40	63
40	64
41	65
41	66
42	67
43	68
43	69
43	70
43	71
43	72
44	73
44	74
45	75
46	76
47	77
48	78
48	79
48	80
49	51672
49	82
50	83
51	84
51	85
53	86
53	87
54	88
54	89
55	90
55	91
55	92
56	93
56	94
56	95
57	96
58	97
58	98
59	99
60	12621
60	101
60	49032
63	103
64	104
64	105
65	106
66	107
66	108
67	109
68	110
68	111
68	112
69	113
69	114
70	115
70	116
71	117
72	118
73	119
73	120
73	121
73	122
73	123
73	124
73	125
73	126
74	127
75	128
75	129
76	130
77	131
78	132
79	133
80	134
80	135
81	136
82	137
82	138
83	139
83	140
84	141
84	142
84	143
84	144
85	145
85	146
86	147
88	148
88	149
89	150
89	151
89	152
89	153
90	154
90	155
90	156
90	157
90	158
90	159
90	160
90	161
90	162
90	163
90	164
90	31581
90	166
90	167
90	168
90	169
90	170
90	171
90	172
90	173
90	174
90	175
90	176
90	177
90	178
90	179
90	180
90	181
90	182
90	183
90	184
90	185
90	186
90	47508
90	188
90	189
90	190
90	191
90	39106
90	193
90	56698
90	195
90	196
90	197
90	198
90	199
90	200
90	201
90	202
90	203
90	35586
90	205
90	206
90	207
90	53062
90	209
90	210
91	211
91	212
92	213
93	214
94	215
95	216
95	217
95	26011
96	219
98	220
99	221
99	222
99	223
100	224
102	225
104	226
105	227
106	228
106	229
107	230
108	231
109	232
110	233
110	234
110	235
111	236
111	237
111	238
112	239
113	240
113	241
114	242
115	243
116	244
117	245
119	246
120	247
120	248
120	249
121	250
121	251
122	252
122	253
124	254
124	255
125	256
126	257
126	258
127	259
127	260
129	261
129	262
130	263
130	264
130	265
131	266
134	267
134	268
136	269
137	270
138	271
138	272
139	273
140	274
141	275
141	276
142	50024
143	278
143	54261
143	280
147	281
148	282
149	283
151	284
152	285
153	286
154	287
154	288
155	289
155	290
155	291
155	292
156	293
156	294
157	295
159	296
159	297
160	298
161	299
162	300
162	301
163	302
163	303
163	304
165	305
165	306
166	1368
167	308
168	309
168	310
168	311
169	312
170	313
171	314
172	315
173	316
173	50276
174	318
176	319
177	320
177	321
178	322
178	323
179	324
179	325
180	326
181	327
182	328
183	329
184	330
185	331
185	332
185	333
186	334
187	335
188	336
189	337
189	338
190	339
192	340
193	341
193	342
194	343
195	344
196	345
197	346
197	347
198	348
198	349
199	350
200	351
201	352
201	353
202	354
202	355
205	356
205	357
206	358
206	359
206	360
207	361
209	362
209	363
209	364
212	365
212	366
213	367
213	368
213	369
215	370
215	371
216	372
217	373
217	374
217	375
218	376
218	377
218	378
219	379
220	380
220	381
221	382
223	383
223	384
224	385
225	386
226	387
227	388
227	389
228	390
228	391
229	392
229	393
230	394
231	395
232	396
233	397
234	398
235	399
236	400
237	401
237	402
238	403
239	404
239	405
239	406
240	407
241	408
242	409
243	410
245	411
245	412
245	413
245	414
245	415
245	416
245	417
245	418
246	419
247	420
248	421
249	422
250	423
251	424
254	425
255	426
256	427
256	428
256	429
257	430
258	431
258	432
259	433
260	434
261	435
262	436
262	437
262	438
263	439
263	440
263	441
263	442
264	443
266	444
266	445
267	446
268	447
269	448
269	449
269	450
269	451
269	452
270	453
271	454
271	455
272	456
273	457
273	458
274	459
275	460
276	461
276	462
276	463
276	464
276	465
276	466
276	467
277	468
278	469
279	470
279	471
280	472
281	473
281	474
282	475
283	476
284	477
284	478
285	479
285	480
285	481
285	482
285	483
285	484
285	485
286	486
287	487
287	488
288	489
288	490
288	491
290	492
291	493
292	494
292	495
293	496
293	497
294	498
295	499
296	500
296	501
297	502
298	503
298	504
298	505
298	506
299	507
299	508
301	509
301	510
302	511
303	512
304	513
304	514
304	515
304	516
304	517
305	518
307	519
307	520
308	521
309	522
311	523
312	524
312	525
312	526
312	527
314	528
315	529
316	530
316	531
316	532
317	533
317	534
318	535
318	536
319	537
319	538
319	539
321	540
322	29179
322	542
323	543
323	544
323	545
324	39964
324	547
325	548
326	549
327	550
327	551
327	552
327	24812
327	554
328	555
329	556
330	557
331	558
332	559
332	560
333	561
334	562
335	563
335	564
336	565
337	566
337	567
338	568
338	569
338	570
338	571
339	572
339	573
340	574
341	575
342	576
342	577
343	578
343	579
344	580
345	581
345	582
345	583
346	584
346	585
347	586
347	587
348	588
348	589
348	590
348	591
349	592
349	593
349	594
350	595
350	596
351	597
352	598
352	599
353	600
353	601
354	602
354	603
354	604
355	28269
355	606
355	607
355	608
355	609
355	610
355	611
355	612
356	34398
357	614
357	615
358	616
358	617
358	48765
358	619
358	620
359	621
360	622
360	623
361	624
362	625
363	626
364	627
366	628
370	629
371	630
371	631
371	632
372	633
373	634
374	635
374	636
375	637
375	638
375	639
376	640
376	641
377	642
377	643
378	644
378	45929
379	646
379	647
380	648
381	649
381	650
382	651
382	652
383	653
383	654
384	655
384	656
385	657
386	658
386	659
386	660
388	661
388	662
389	663
390	664
390	665
391	666
393	667
394	668
394	669
394	670
395	671
396	672
397	673
397	674
397	675
398	676
398	677
398	678
398	679
399	680
400	681
400	682
400	683
403	684
403	685
403	686
404	687
404	688
405	689
407	690
408	691
408	692
408	693
409	694
410	695
411	696
411	697
412	698
412	699
413	700
414	701
415	702
415	703
416	704
416	705
416	706
416	707
417	708
417	709
418	710
418	711
419	712
420	713
421	714
422	715
422	716
423	717
425	718
425	719
427	720
428	721
428	722
429	723
429	724
430	725
431	726
432	727
433	728
434	729
434	730
435	731
436	732
436	733
436	734
436	735
436	736
437	737
438	738
438	739
438	740
438	741
439	742
439	743
440	744
440	745
440	746
441	747
442	748
442	749
443	750
443	751
444	752
444	753
444	754
444	755
445	756
445	757
445	758
446	32934
447	760
447	761
448	762
450	763
451	764
452	765
454	766
455	767
456	768
457	769
458	770
459	771
461	772
462	773
463	774
463	775
465	776
466	777
467	778
468	779
468	780
469	781
470	782
470	783
471	784
471	785
472	786
472	787
473	788
474	789
474	790
475	791
475	792
476	793
477	794
478	795
478	796
479	797
479	798
479	54121
479	800
479	801
479	802
479	803
480	804
481	805
482	806
482	807
483	808
483	809
485	810
486	811
487	812
487	813
487	814
487	815
487	816
488	817
489	818
490	819
491	820
492	821
492	822
493	823
493	824
494	825
495	826
495	827
496	828
497	829
497	830
497	831
497	832
498	833
499	31009
499	835
500	836
501	11844
502	838
503	839
504	840
504	841
504	842
504	843
504	844
504	845
504	846
504	847
504	848
504	849
504	850
505	851
506	852
507	853
507	854
508	855
508	856
509	857
509	858
510	859
511	860
511	861
511	862
512	863
513	864
514	865
514	866
515	867
515	868
515	869
516	870
516	871
516	872
516	873
519	874
520	875
521	876
521	877
522	878
522	879
523	880
524	881
524	882
524	883
524	884
525	885
525	886
526	887
527	888
528	889
529	890
530	891
530	892
530	893
531	894
532	895
532	896
532	897
532	898
532	899
533	900
534	901
535	902
536	903
537	904
538	905
538	906
539	907
539	908
540	909
541	910
542	911
543	912
543	913
543	914
543	915
544	916
545	917
546	918
547	919
549	920
549	921
550	922
551	923
551	924
552	925
552	926
552	927
552	928
552	929
552	930
552	931
552	932
552	933
553	934
553	935
554	936
554	937
555	938
556	49562
557	940
557	941
559	942
560	943
560	944
560	945
560	946
560	947
560	948
561	949
561	950
562	951
562	952
563	953
564	954
565	955
568	956
569	957
570	958
570	959
571	960
571	42999
572	962
575	963
576	964
576	965
576	966
576	967
576	968
576	969
576	970
576	971
576	972
576	973
576	974
577	15478
577	976
578	977
579	978
579	979
579	980
580	981
581	982
582	983
582	984
582	985
583	986
583	987
584	988
584	989
585	19382
586	991
587	992
587	993
588	994
589	995
589	996
591	997
592	998
592	999
593	1000
593	1001
594	1002
596	1003
596	1004
596	1005
596	17116
596	1007
596	1008
596	1009
596	1010
596	1011
596	1012
596	1013
596	1014
596	1015
596	1016
596	1017
596	1018
596	1019
596	1020
597	1021
598	1022
599	1023
600	1024
600	1025
601	1026
601	1027
601	1028
602	1029
602	1030
603	1031
604	1032
604	1033
604	1034
605	1035
606	1036
607	1037
607	1038
608	1039
608	1040
608	1041
610	1042
610	1043
610	1044
612	1045
612	1046
613	1047
614	1048
617	1049
617	1050
618	1051
618	1052
619	1053
620	1054
620	1055
